timestamp,motor1,motor2,motor3,motor4,motor5,motor6,motor7,motor8,motor9,chokudo,marker_id,x,y,z,qx,qy,qz,qw
1766485753.516819,445.25,445.0799865722656,455.1000061035156,223.50999450683594,147.0399932861328,170.86000061035156,516.010009765625,667.530029296875,522.6900024414062,-13803.83984375,0,-0.14576472370226093,-0.14064690057187346,0.9366594080309486,-0.8567896109123337,-0.3238529624803336,-0.18049622509281898,0.35840191692099777
1766485753.516819,445.25,445.0799865722656,455.1000061035156,223.50999450683594,147.0399932861328,170.86000061035156,516.010009765625,667.530029296875,522.6900024414062,-13803.83984375,1,-0.17273000208610093,-0.17046804548868089,1.0401971114384934,-0.6497381787162547,-0.3785283743733543,-0.6566673104955756,0.05783262262129758
1766485772.6504714,445.25,445.0799865722656,624.8099975585938,223.50999450683594,147.0399932861328,170.9499969482422,516.010009765625,667.530029296875,522.6900024414062,-13803.83984375,1,-0.3209368385088663,-0.14096678860223572,0.896669684516776,-0.828593523200659,-0.23524036175841814,-0.5075627327443862,0.021790315251010075
1766485772.6504714,445.25,445.0799865722656,624.8099975585938,223.50999450683594,147.0399932861328,170.9499969482422,516.010009765625,667.530029296875,522.6900024414062,-13803.83984375,0,-0.2870543125313289,-0.12403851657088803,0.8446631567244892,0.9336452504164473,0.1800856857650036,-0.23175572849842735,0.20534111732802318
1766485787.0967956,445.25,445.0799865722656,624.72998046875,223.50999450683594,309.989990234375,170.9499969482422,516.010009765625,667.530029296875,522.8599853515625,-13803.9296875,1,-0.3344121877623243,-0.13361430182172962,0.9227045980603209,0.7974283574207887,0.27783094740593783,0.5164007493627316,0.14229632989754543
1766485787.0967956,445.25,445.0799865722656,624.72998046875,223.50999450683594,309.989990234375,170.9499969482422,516.010009765625,667.530029296875,522.8599853515625,-13803.9296875,0,-0.29562093015070695,-0.11514938133656971,0.8582680545973208,-0.7605669748855074,-0.17979483120302955,-0.4914764339267412,0.3842689296324071
1766485810.0974803,449.3800048828125,554.239990234375,624.72998046875,260.1600036621094,290.9200134277344,235.6300048828125,516.010009765625,667.530029296875,522.77001953125,-13803.9296875,0,-0.2956804392065555,-0.1167017319404976,0.8623135467527762,0.9232317187022323,0.12785398115345106,-0.2138654102075578,0.29250322972932796
1766485816.2136495,449.3800048828125,556.260009765625,624.72998046875,260.1600036621094,288.7200012207031,235.6300048828125,564.7899780273438,667.530029296875,533.5,-13803.9296875,1,-0.3303590896054059,-0.1469920849842097,0.9079234058581174,0.827066182966309,0.23047871364667263,0.509431475164847,0.057625199875428246
1766485816.2136495,449.3800048828125,556.260009765625,624.72998046875,260.1600036621094,288.7200012207031,235.6300048828125,564.7899780273438,667.530029296875,533.5,-13803.9296875,0,-0.3037080507879962,-0.134415267708158,0.8812995939146966,-0.7947593688894821,-0.15839022526051824,-0.4971623509822852,0.3099994820480858
1766485823.9214783,449.3800048828125,576.0399780273438,624.72998046875,260.1600036621094,286.7900085449219,235.6300048828125,585.0,695.1300048828125,533.5,-13803.9296875,0,-0.2913065261013397,-0.14221455871716182,0.8708067474598972,-0.8229514610824682,-0.15260351398490213,-0.4798802901498501,0.2630170476364342
