timestamp,motor1,motor2,motor3,motor4,motor5,motor6,motor7,motor8,motor9,motor10,marker_id,x,y,z,qx,qy,qz,qw
1752419916,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,217.9700012,399.2000122,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
1752419916,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,217.9700012,399.2000122,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
1752419916,474.0799866,488.4100037,339.2600098,342.6900024,598.0100098,217.9700012,399.2900085,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
1752419916,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,218.0599976,399.2000122,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
1752419916,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,217.9700012,399.2000122,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
1752419917,474.0799866,488.4100037,339.2600098,342.6900024,598.0100098,218.0599976,399.2000122,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
1752419917,474.0799866,488.4100037,339.2600098,342.6900024,598.0100098,218.0599976,399.2000122,551.25,856.6699829,-11625.73047,0,-0.1655645795,-0.02818283938,0.8346736605,-0.733285155,-0.4377004736,-0.01458451344,0.520094673
1752419917,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,218.0599976,399.2000122,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
1752419917,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,218.0599976,399.2000122,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
1752419917,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,218.0599976,399.2000122,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
1752419917,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,217.9700012,399.2000122,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
1752419917,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,217.9700012,399.2000122,551.25,856.6699829,-11625.73047,1,-0.1875265051,-0.05131943265,0.9415192683,-0.514947273,-0.6930398018,0.5045040236,0.0009106336648
1752419917,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,217.9700012,399.2000122,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
1752419917,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,217.9700012,399.2000122,551.25,856.6699829,-11625.73047,0,-0.1655645795,-0.02818283938,0.8346736605,-0.733285155,-0.4377004736,-0.01458451344,0.520094673
1752419917,474.0799866,488.4100037,339.2600098,342.6000061,598.0100098,217.9700012,399.2000122,551.25,856.6699829,-11625.73047,2,-0.1566398859,-0.03884452397,0.8680486121,0.8783588146,0.3023020546,0.3533592939,0.1106185791
