timestamp,motor1,motor2,motor3,motor4,motor5,motor6,motor7,motor8,motor9,chokudo,marker_id,x,y,z,qx,qy,qz,qw
1766487044.6696258,525.9400024414062,788.030029296875,750.6699829101562,268.510009765625,305.6000061035156,227.89999389648438,573.75,776.780029296875,549.4000244140625,-12543.5703125,0,-0.42733107469551135,-0.056720677462995084,0.7058635465735053,-0.7865240557913886,-0.12648549442165657,-0.5909991869504028,0.12689086013711412
1766487044.6696258,525.9400024414062,788.030029296875,750.6699829101562,268.510009765625,305.6000061035156,227.89999389648438,573.75,776.780029296875,549.4000244140625,-12543.5703125,1,-0.4290958353650358,-0.05939805150200113,0.6783077507720463,-0.7205902152519346,-0.12743682581755314,-0.6815486081396609,0.0010449170341776638
1766487048.5029955,526.030029296875,788.030029296875,833.1199951171875,268.510009765625,305.510009765625,227.89999389648438,573.75,776.5999755859375,549.4000244140625,-12543.5703125,0,-0.4250466787417104,-0.022727671859854377,0.6262725893840015,-0.6696286769211531,-0.056948035723096035,-0.7357242061311298,0.08404908556805282
1766487054.2835677,526.030029296875,788.030029296875,914.8499755859375,268.510009765625,305.510009765625,227.89999389648438,573.6599731445312,776.3400268554688,549.4000244140625,-12543.5703125,0,-0.43865860773602494,-0.021337741947399614,0.645649397364114,-0.692848300914641,-0.021832906754396083,-0.7157564764752375,0.08471848963538975
1766487055.6954436,526.030029296875,788.1199951171875,914.8499755859375,268.510009765625,305.510009765625,227.89999389648438,573.6599731445312,776.3400268554688,549.4000244140625,-12543.5703125,0,-0.43865860773602494,-0.021337741947399614,0.645649397364114,-0.692848300914641,-0.021832906754396083,-0.7157564764752375,0.08471848963538975
1766487083.0021842,525.9400024414062,788.1199951171875,913.010009765625,268.1499938964844,305.510009765625,227.89999389648438,763.510009765625,685.989990234375,549.4000244140625,-12543.5703125,1,-0.3518834087971555,0.04034539432921646,0.5980271332034317,-0.9628250401080397,0.1932258423817606,-0.02090359428459904,0.1876026538266336
1766487083.0021842,525.9400024414062,788.1199951171875,913.010009765625,268.1499938964844,305.510009765625,227.89999389648438,763.510009765625,685.989990234375,549.4000244140625,-12543.5703125,0,-0.36085437468006415,0.03355091835692501,0.6377482830551657,0.6362385440572824,-0.2666895028276369,0.7239043709857953,0.006299667060849787
1766487087.9224994,525.9400024414062,788.030029296875,912.9199829101562,269.6499938964844,305.510009765625,259.9800109863281,740.2100219726562,692.5800170898438,555.6400146484375,-12543.5703125,1,-0.35815184433436154,0.06236378335308873,0.5955624484294751,-0.961801630369188,0.20778856141663304,-0.0284152305610493,0.17593780786329175
1766487087.9224994,525.9400024414062,788.030029296875,912.9199829101562,269.6499938964844,305.510009765625,259.9800109863281,740.2100219726562,692.5800170898438,555.6400146484375,-12543.5703125,0,-0.3632933003875653,0.05606451162970545,0.6276771200282202,0.6220078406756439,-0.2648954057582306,0.734499184200693,0.058716424914343625
1766487119.0835106,525.9400024414062,788.1199951171875,912.9199829101562,296.5400085449219,305.510009765625,301.82000732421875,582.280029296875,868.969970703125,603.6300048828125,-12543.5703125,0,-0.3929217527421133,-0.03396420302575298,0.590509735945685,-0.6156770069184475,0.12319262046881777,-0.763662309236842,0.1502839940413547
1766487140.8240778,525.9400024414062,788.1199951171875,912.9199829101562,296.5400085449219,305.510009765625,301.82000732421875,582.1900024414062,868.5399780273438,603.5399780273438,-12543.5703125,0,-0.39569282190690563,-0.0333384277018536,0.5945089802924081,-0.6126433357203077,0.11686144965635831,-0.7686537112409105,0.14206694540702974
1766487165.7430282,525.9400024414062,788.1199951171875,912.9199829101562,296.5400085449219,305.510009765625,301.82000732421875,582.1900024414062,868.5399780273438,596.8699951171875,-12543.5703125,0,-0.39567822929615304,-0.03290931329827177,0.5944870581146813,-0.612657974891259,0.11674784412606365,-0.7687238365295056,0.14171735901228127
1766487177.5593488,623.5,788.1199951171875,912.9199829101562,300.760009765625,305.510009765625,316.4100036621094,582.1900024414062,868.5399780273438,596.8699951171875,-12543.5703125,0,-0.3872392503464779,-0.10875504922109351,0.5938658715743498,-0.6280797206439778,-0.09830465880425678,-0.7505483867533356,0.1803584700398823
